Bus Number,Direction,Stop Order,Stop Name,Arrival Time,Departure Time,Frequency,Day Type,Fare,Connections
7,Outbound,8,"Ravens Lane, Tunstall",08:13,08:15,Every 15m,Weekday,£1.20,None
7,Outbound,1,Hanley Bus Station,07:28,07:30,Every 15m,Weekday,£2.50,"6A, 9"
7,Outbound,2,"Town Road, Hanley",07:38,07:40,Every 15m,Weekday,£2.00,21
7,Outbound,3,"Hope Street, Hanley",07:43,07:45,Every 15m,Weekday,£2.00,None
7,Outbound,4,Cobridge Traffic Lights,07:50,07:52,Every 15m,Weekday,£1.80,23
7,Outbound,5,"Hulton Street, Burslem",07:58,08:00,Every 15m,Weekday,£1.50,None
7,Outbound,6,"Waterloo Road, Cobridge",08:08,08:10,Every 15m,Weekday,£1.50,None
7,Outbound,7,"High Lane, Chell",08:18,08:20,Every 15m,Weekday,£1.30,None
7,Outbound,8,"Ravens Lane, Tunstall",08:28,08:30,Every 15m,Weekday,£1.20,None
7,Outbound,1,Hanley Bus Station,07:43,07:45,Every 15m,Weekday,£2.50,"6A, 9"
7,Outbound,2,"Town Road, Hanley",07:53,07:55,Every 15m,Weekday,£2.00,21
7,Outbound,3,"Hope Street, Hanley",07:58,08:00,Every 15m,Weekday,£2.00,None
7,Outbound,4,Cobridge Traffic Lights,08:05,08:07,Every 15m,Weekday,£1.80,23
7,Outbound,5,"Hulton Street, Burslem",08:13,08:15,Every 15m,Weekday,£1.50,None
7,Outbound,6,"Waterloo Road, Cobridge",08:23,08:25,Every 15m,Weekday,£1.50,None
7,Outbound,7,"High Lane, Chell",08:33,08:35,Every 15m,Weekday,£1.30,None
7,Outbound,8,"Ravens Lane, Tunstall",08:43,08:45,Every 15m,Weekday,£1.20,None
7,Outbound,1,Hanley Bus Station,07:58,08:00,Every 15m,Weekday,£2.50,"6A, 9"
7,Outbound,2,"Town Road, Hanley",08:08,08:10,Every 15m,Weekday,£2.00,21
7,Outbound,3,"Hope Street, Hanley",08:13,08:15,Every 15m,Weekday,£2.00,None
7,Outbound,4,Cobridge Traffic Lights,08:20,08:22,Every 15m,Weekday,£1.80,23
7,Outbound,5,"Hulton Street, Burslem",08:28,08:30,Every 15m,Weekday,£1.50,None
7,Outbound,6,"Waterloo Road, Cobridge",08:38,08:40,Every 15m,Weekday,£1.50,None
7,Outbound,7,"High Lane, Chell",08:48,08:50,Every 15m,Weekday,£1.30,None
7,Outbound,8,"Ravens Lane, Tunstall",08:58,09:00,Every 15m,Weekday,£1.20,None
7,Outbound,1,Hanley Bus Station,08:13,08:15,Every 15m,Weekday,£2.50,"6A, 9"
7,Outbound,2,"Town Road, Hanley",08:23,08:25,Every 15m,Weekday,£2.00,21
7,Outbound,3,"Hope Street, Hanley",08:28,08:30,Every 15m,Weekday,£2.00,None
7,Outbound,4,Cobridge Traffic Lights,08:35,08:37,Every 15m,Weekday,£1.80,23
7,Outbound,5,"Hulton Street, Burslem",08:43,08:45,Every 15m,Weekday,£1.50,None
7,Outbound,6,"Waterloo Road, Cobridge",08:53,08:55,Every 15m,Weekday,£1.50,None
7,Outbound,7,"High Lane, Chell",09:03,09:05,Every 15m,Weekday,£1.30,None
7,Outbound,8,"Ravens Lane, Tunstall",09:13,09:15,Every 15m,Weekday,£1.20,None
7,Outbound,1,Hanley Bus Station,08:28,08:30,Every 15m,Weekday,£2.50,"6A, 9"
7,Outbound,2,"Town Road, Hanley",08:38,08:40,Every 15m,Weekday,£2.00,21
7,Outbound,3,"Hope Street, Hanley",08:43,08:45,Every 15m,Weekday,£2.00,None
7,Outbound,4,Cobridge Traffic Lights,08:50,08:52,Every 15m,Weekday,£1.80,23
7,Outbound,5,"Hulton Street, Burslem",08:58,09:00,Every 15m,Weekday,£1.50,None
7,Outbound,6,"Waterloo Road, Cobridge",09:08,09:10,Every 15m,Weekday,£1.50,None
7,Outbound,7,"High Lane, Chell",09:18,09:20,Every 15m,Weekday,£1.30,None
7,Outbound,8,"Ravens Lane, Tunstall",09:28,09:30,Every 15m,Weekday,£1.20,None
7,Outbound,1,Hanley Bus Station,08:43,08:45,Every 15m,Weekday,£2.50,"6A, 9"
7,Outbound,2,"Town Road, Hanley",08:53,08:55,Every 15m,Weekday,£2.00,21
7,Outbound,3,"Hope Street, Hanley",08:58,09:00,Every 15m,Weekday,£2.00,None
7,Outbound,4,Cobridge Traffic Lights,09:05,09:07,Every 15m,Weekday,£1.80,23
7,Outbound,5,"Hulton Street, Burslem",09:13,09:15,Every 15m,Weekday,£1.50,None
7,Outbound,6,"Waterloo Road, Cobridge",09:23,09:25,Every 15m,Weekday,£1.50,None
7,Outbound,7,"High Lane, Chell",09:33,09:35,Every 15m,Weekday,£1.30,None
7,Outbound,8,"Ravens Lane, Tunstall",09:43,09:45,Every 15m,Weekday,£1.20,None
7,Outbound,1,Hanley Bus Station,08:58,09:00,Every 15m,Weekday,£2.50,"6A, 9"
7,Outbound,2,"Town Road, Hanley",09:08,09:10,Every 15m,Weekday,£2.00,21
7,Outbound,3,"Hope Street, Hanley",09:13,09:15,Every 15m,Weekday,£2.00,None
7,Outbound,4,Cobridge Traffic Lights,09:20,09:22,Every 15m,Weekday,£1.80,23
7,Outbound,5,"Hulton Street, Burslem",09:28,09:30,Every 15m,Weekday,£1.50,None
7,Outbound,6,"Waterloo Road, Cobridge",09:38,09:40,Every 15m,Weekday,£1.50,None
7,Outbound,7,"High Lane, Chell",09:48,09:50,Every 15m,Weekday,£1.30,None
7,Outbound,8,"Ravens Lane, Tunstall",09:58,10:00,Every 15m,Weekday,£1.20,None
7,Outbound,1,Hanley Bus Station,09:13,09:15,Every 15m,Weekday,£2.50,"6A, 9"
7,Outbound,2,"Town Road, Hanley",09:23,09:25,Every 15m,Weekday,£2.00,21
7,Outbound,3,"Hope Street, Hanley",09:28,09:30,Every 15m,Weekday,£2.00,None
7,Outbound,4,Cobridge Traffic Lights,09:35,09:37,Every 15m,Weekday,£1.80,23
7,Outbound,5,"Hulton Street, Burslem",09:43,09:45,Every 15m,Weekday,£1.50,None
7,Outbound,6,"Waterloo Road, Cobridge",09:53,09:55,Every 15m,Weekday,£1.50,None
7,Outbound,7,"High Lane, Chell",10:03,10:05,Every 15m,Weekday,£1.30,None
7,Outbound,8,"Ravens Lane, Tunstall",10:13,10:15,Every 15m,Weekday,£1.20,None
7,Outbound,1,Hanley Bus Station,09:28,09:30,Every 15m,Weekday,£2.50,"6A, 9"
7,Outbound,2,"Town Road, Hanley",09:38,09:40,Every 15m,Weekday,£2.00,21
7,Outbound,3,"Hope Street, Hanley",09:43,09:45,Every 15m,Weekday,£2.00,None
7,Outbound,4,Cobridge Traffic Lights,09:50,09:52,Every 15m,Weekday,£1.80,23
7,Outbound,5,"Hulton Street, Burslem",09:58,10:00,Every 15m,Weekday,£1.50,None
7,Outbound,6,"Waterloo Road, Cobridge",10:08,10:10,Every 15m,Weekday,£1.50,None
7,Outbound,7,"High Lane, Chell",10:18,10:20,Every 15m,Weekday,£1.30,None
7,Outbound,8,"Ravens Lane, Tunstall",10:28,10:30,Every 15m,Weekday,£1.20,None
7,Outbound,1,Hanley Bus Station,09:43,09:45,Every 15m,Weekday,£2.50,"6A, 9"
7,Outbound,2,"Town Road, Hanley",09:53,09:55,Every 15m,Weekday,£2.00,21
7,Outbound,3,"Hope Street, Hanley",09:58,10:00,Every 15m,Weekday,£2.00,None
7,Outbound,4,Cobridge Traffic Lights,10:05,10:07,Every 15m,Weekday,£1.80,23
7,Outbound,5,"Hulton Street, Burslem",10:13,10:15,Every 15m,Weekday,£1.50,None
7,Outbound,6,"Waterloo Road, Cobridge",10:23,10:25,Every 15m,Weekday,£1.50,None
7,Outbound,7,"High Lane, Chell",10:33,10:35,Every 15m,Weekday,£1.30,None
7,Outbound,8,"Ravens Lane, Tunstall",10:43,10:45,Every 15m,Weekday,£1.20,None
7,Outbound,1,Hanley Bus Station,09:58,10:00,Every 15m,Weekday,£2.50,"6A, 9"
7,Outbound,2,"Town Road, Hanley",10:08,10:10,Every 15m,Weekday,£2.00,21
7,Outbound,3,"Hope Street, Hanley",10:13,10:15,Every 15m,Weekday,£2.00,None
7,Outbound,4,Cobridge Traffic Lights,10:20,10:22,Every 15m,Weekday,£1.80,23
7,Outbound,5,"Hulton Street, Burslem",10:28,10:30,Every 15m,Weekday,£1.50,None
7,Outbound,6,"Waterloo Road, Cobridge",10:38,10:40,Every 15m,Weekday,£1.50,None
7,Outbound,7,"High Lane, Chell",10:48,10:50,Every 15m,Weekday,£1.30,None
7,Outbound,8,"Ravens Lane, Tunstall",10:58,11:00,Every 15m,Weekday,£1.20,None
7,Outbound,1,Hanley Bus Station,10:13,10:15,Every 15m,Weekday,£2.50,"6A, 9"
7,Outbound,2,"Town Road, Hanley",10:23,10:25,Every 15m,Weekday,£2.00,21
7,Outbound,3,"Hope Street, Hanley",10:28,10:30,Every 15m,Weekday,£2.00,None
7,Outbound,4,Cobridge Traffic Lights,10:35,10:37,Every 15m,Weekday,£1.80,23
7,Outbound,5,"Hulton Street, Burslem",10:43,10:45,Every 15m,Weekday,£1.50,None
7,Outbound,6,"Waterloo Road, Cobridge",10:53,10:55,Every 15m,Weekday,£1.50,None
7,Outbound,7,"High Lane, Chell",11:03,11:05,Every 15m,Weekday,£1.30,None
7,Outbound,8,"Ravens Lane, Tunstall",11:13,11:15,Every 15m,Weekday,£1.20,None
7,Outbound,1,Hanley Bus Station,10:28,10:30,Every 15m,Weekday,£2.50,"6A, 9"
7,Outbound,2,"Town Road, Hanley",10:38,10:40,Every 15m,Weekday,£2.00,21
7,Outbound,3,"Hope Street, Hanley",10:43,10:45,Every 15m,Weekday,£2.00,None
7,Outbound,4,Cobridge Traffic Lights,10:50,10:52,Every 15m,Weekday,£1.80,23
7,Outbound,5,"Hulton Street, Burslem",10:58,11:00,Every 15m,Weekday,£1.50,None
7,Outbound,6,"Waterloo Road, Cobridge",11:08,11:10,Every 15m,Weekday,£1.50,None
7,Outbound,7,"High Lane, Chell",11:18,11:20,Every 15m,Weekday,£1.30,None
7,Outbound,8,"Ravens Lane, Tunstall",11:28,11:30,Every 15m,Weekday,£1.20,None
7,Outbound,1,Hanley Bus Station,10:43,10:45,Every 15m,Weekday,£2.50,"6A, 9"
7,Outbound,2,"Town Road, Hanley",10:53,10:55,Every 15m,Weekday,£2.00,21
7,Outbound,3,"Hope Street, Hanley",10:58,11:00,Every 15m,Weekday,£2.00,None
7,Outbound,4,Cobridge Traffic Lights,11:05,11:07,Every 15m,Weekday,£1.80,23
7,Outbound,5,"Hulton Street, Burslem",11:13,11:15,Every 15m,Weekday,£1.50,None
7,Outbound,6,"Waterloo Road, Cobridge",11:23,11:25,Every 15m,Weekday,£1.50,None
7,Outbound,7,"High Lane, Chell",11:33,11:35,Every 15m,Weekday,£1.30,None
7,Outbound,8,"Ravens Lane, Tunstall",11:43,11:45,Every 15m,Weekday,£1.20,None
7,Outbound,1,Hanley Bus Station,10:58,11:00,Every 15m,Weekday,£2.50,"6A, 9"
7,Outbound,2,"Town Road, Hanley",11:08,11:10,Every 15m,Weekday,£2.00,21
7,Outbound,3,"Hope Street, Hanley",11:13,11:15,Every 15m,Weekday,£2.00,None
7,Outbound,4,Cobridge Traffic Lights,11:20,11:22,Every 15m,Weekday,£1.80,23
7,Outbound,5,"Hulton Street, Burslem",11:28,11:30,Every 15m,Weekday,£1.50,None
7,Outbound,6,"Waterloo Road, Cobridge",11:38,11:40,Every 15m,Weekday,£1.50,None
7,Outbound,7,"High Lane, Chell",11:48,11:50,Every 15m,Weekday,£1.30,None
7,Outbound,8,"Ravens Lane, Tunstall",11:58,12:00,Every 15m,Weekday,£1.20,None
7,Outbound,1,Hanley Bus Station,11:13,11:15,Every 15m,Weekday,£2.50,"6A, 9"
7,Outbound,2,"Town Road, Hanley",11:23,11:25,Every 15m,Weekday,£2.00,21
7,Outbound,3,"Hope Street, Hanley",11:28,11:30,Every 15m,Weekday,£2.00,None
7,Outbound,4,Cobridge Traffic Lights,11:35,11:37,Every 15m,Weekday,£1.80,23
7,Outbound,5,"Hulton Street, Burslem",11:43,11:45,Every 15m,Weekday,£1.50,None
7,Outbound,6,"Waterloo Road, Cobridge",11:53,11:55,Every 15m,Weekday,£1.50,None
7,Outbound,7,"High Lane, Chell",12:03,12:05,Every 15m,Weekday,£1.30,None
7,Outbound,8,"Ravens Lane, Tunstall",12:13,12:15,Every 15m,Weekday,£1.20,None
7,Outbound,1,Hanley Bus Station,11:28,11:30,Every 15m,Weekday,£2.50,"6A, 9"
7,Outbound,2,"Town Road, Hanley",11:38,11:40,Every 15m,Weekday,£2.00,21
7,Outbound,3,"Hope Street, Hanley",11:43,11:45,Every 15m,Weekday,£2.00,None
7,Outbound,4,Cobridge Traffic Lights,11:50,11:52,Every 15m,Weekday,£1.80,23
7,Outbound,5,"Hulton Street, Burslem",11:58,12:00,Every 15m,Weekday,£1.50,None
7,Outbound,6,"Waterloo Road, Cobridge",12:08,12:10,Every 15m,Weekday,£1.50,None
7,Outbound,7,"High Lane, Chell",12:18,12:20,Every 15m,Weekday,£1.30,None
7,Outbound,8,"Ravens Lane, Tunstall",12:28,12:30,Every 15m,Weekday,£1.20,None
7,Outbound,1,Hanley Bus Station,11:43,11:45,Every 15m,Weekday,£2.50,"6A, 9"
7,Outbound,2,"Town Road, Hanley",11:53,11:55,Every 15m,Weekday,£2.00,21
7,Outbound,3,"Hope Street, Hanley",11:58,12:00,Every 15m,Weekday,£2.00,None
7,Outbound,4,Cobridge Traffic Lights,12:05,12:07,Every 15m,Weekday,£1.80,23
7,Outbound,5,"Hulton Street, Burslem",12:13,12:15,Every 15m,Weekday,£1.50,None
7,Outbound,6,"Waterloo Road, Cobridge",12:23,12:25,Every 15m,Weekday,£1.50,None
7,Outbound,7,"High Lane, Chell",12:33,12:35,Every 15m,Weekday,£1.30,None
7,Outbound,8,"Ravens Lane, Tunstall",12:43,12:45,Every 15m,Weekday,£1.20,None
7,Outbound,1,Hanley Bus Station,11:58,12:00,Every 15m,Weekday,£2.50,"6A, 9"
7,Outbound,2,"Town Road, Hanley",12:08,12:10,Every 15m,Weekday,£2.00,21
7,Outbound,3,"Hope Street, Hanley",12:13,12:15,Every 15m,Weekday,£2.00,None
7,Outbound,4,Cobridge Traffic Lights,12:20,12:22,Every 15m,Weekday,£1.80,23
7,Outbound,5,"Hulton Street, Burslem",12:28,12:30,Every 15m,Weekday,£1.50,None
7,Outbound,6,"Waterloo Road, Cobridge",12:38,12:40,Every 15m,Weekday,£1.50,None
7,Outbound,7,"High Lane, Chell",12:48,12:50,Every 15m,Weekday,£1.30,None
7,Outbound,8,"Ravens Lane, Tunstall",12:58,13:00,Every 15m,Weekday,£1.20,None
7,Outbound,1,Hanley Bus Station,12:13,12:15,Every 15m,Weekday,£2.50,"6A, 9"
7,Outbound,2,"Town Road, Hanley",12:23,12:25,Every 15m,Weekday,£2.00,21
7,Outbound,3,"Hope Street, Hanley",12:28,12:30,Every 15m,Weekday,£2.00,None
7,Outbound,4,Cobridge Traffic Lights,12:35,12:37,Every 15m,Weekday,£1.80,23
7,Outbound,5,"Hulton Street, Burslem",12:43,12:45,Every 15m,Weekday,£1.50,None
7,Outbound,6,"Waterloo Road, Cobridge",12:53,12:55,Every 15m,Weekday,£1.50,None
7,Outbound,7,"High Lane, Chell",13:03,13:05,Every 15m,Weekday,£1.30,None
7,Outbound,8,"Ravens Lane, Tunstall",13:13,13:15,Every 15m,Weekday,£1.20,None
7,Outbound,1,Hanley Bus Station,12:28,12:30,Every 15m,Weekday,£2.50,"6A, 9"
7,Outbound,2,"Town Road, Hanley",12:38,12:40,Every 15m,Weekday,£2.00,21
7,Outbound,3,"Hope Street, Hanley",12:43,12:45,Every 15m,Weekday,£2.00,None
7,Outbound,4,Cobridge Traffic Lights,12:50,12:52,Every 15m,Weekday,£1.80,23
7,Outbound,5,"Hulton Street, Burslem",12:58,13:00,Every 15m,Weekday,£1.50,None
7,Outbound,6,"Waterloo Road, Cobridge",13:08,13:10,Every 15m,Weekday,£1.50,None
7,Outbound,7,"High Lane, Chell",13:18,13:20,Every 15m,Weekday,£1.30,None
7,Outbound,8,"Ravens Lane, Tunstall",13:28,13:30,Every 15m,Weekday,£1.20,None
7,Outbound,1,Hanley Bus Station,12:43,12:45,Every 15m,Weekday,£2.50,"6A, 9"
7,Outbound,2,"Town Road, Hanley",12:53,12:55,Every 15m,Weekday,£2.00,21
7,Outbound,3,"Hope Street, Hanley",12:58,13:00,Every 15m,Weekday,£2.00,None
7,Outbound,4,Cobridge Traffic Lights,13:05,13:07,Every 15m,Weekday,£1.80,23
7,Outbound,5,"Hulton Street, Burslem",13:13,13:15,Every 15m,Weekday,£1.50,None
7,Outbound,6,"Waterloo Road, Cobridge",13:23,13:25,Every 15m,Weekday,£1.50,None
7,Outbound,7,"High Lane, Chell",13:33,13:35,Every 15m,Weekday,£1.30,None
7,Outbound,8,"Ravens Lane, Tunstall",13:43,13:45,Every 15m,Weekday,£1.20,None
7,Outbound,1,Hanley Bus Station,12:58,13:00,Every 15m,Weekday,£2.50,"6A, 9"
7,Outbound,2,"Town Road, Hanley",13:08,13:10,Every 15m,Weekday,£2.00,21
7,Outbound,3,"Hope Street, Hanley",13:13,13:15,Every 15m,Weekday,£2.00,None
7,Outbound,4,Cobridge Traffic Lights,13:20,13:22,Every 15m,Weekday,£1.80,23
7,Outbound,5,"Hulton Street, Burslem",13:28,13:30,Every 15m,Weekday,£1.50,None
7,Outbound,6,"Waterloo Road, Cobridge",13:38,13:40,Every 15m,Weekday,£1.50,None
7,Outbound,7,"High Lane, Chell",13:48,13:50,Every 15m,Weekday,£1.30,None
7,Outbound,8,"Ravens Lane, Tunstall",13:58,14:00,Every 15m,Weekday,£1.20,None
7,Outbound,1,Hanley Bus Station,13:13,13:15,Every 15m,Weekday,£2.50,"6A, 9"
7,Outbound,2,"Town Road, Hanley",13:23,13:25,Every 15m,Weekday,£2.00,21
7,Outbound,3,"Hope Street, Hanley",13:28,13:30,Every 15m,Weekday,£2.00,None
7,Outbound,4,Cobridge Traffic Lights,13:35,13:37,Every 15m,Weekday,£1.80,23
7,Outbound,5,"Hulton Street, Burslem",13:43,13:45,Every 15m,Weekday,£1.50,None
7,Outbound,6,"Waterloo Road, Cobridge",13:53,13:55,Every 15m,Weekday,£1.50,None
7,Outbound,7,"High Lane, Chell",14:03,14:05,Every 15m,Weekday,£1.30,None
7,Outbound,8,"Ravens Lane, Tunstall",14:13,14:15,Every 15m,Weekday,£1.20,None
7,Outbound,1,Hanley Bus Station,13:28,13:30,Every 15m,Weekday,£2.50,"6A, 9"
7,Outbound,2,"Town Road, Hanley",13:38,13:40,Every 15m,Weekday,£2.00,21
7,Outbound,3,"Hope Street, Hanley",13:43,13:45,Every 15m,Weekday,£2.00,None
7,Outbound,4,Cobridge Traffic Lights,13:50,13:52,Every 15m,Weekday,£1.80,23
7,Outbound,5,"Hulton Street, Burslem",13:58,14:00,Every 15m,Weekday,£1.50,None
7,Outbound,6,"Waterloo Road, Cobridge",14:08,14:10,Every 15m,Weekday,£1.50,None
7,Outbound,7,"High Lane, Chell",14:18,14:20,Every 15m,Weekday,£1.30,None
7,Outbound,8,"Ravens Lane, Tunstall",14:28,14:30,Every 15m,Weekday,£1.20,None
7,Outbound,1,Hanley Bus Station,13:43,13:45,Every 15m,Weekday,£2.50,"6A, 9"
7,Outbound,2,"Town Road, Hanley",13:53,13:55,Every 15m,Weekday,£2.00,21
7,Outbound,3,"Hope Street, Hanley",13:58,14:00,Every 15m,Weekday,£2.00,None
7,Outbound,4,Cobridge Traffic Lights,14:05,14:07,Every 15m,Weekday,£1.80,23
7,Outbound,5,"Hulton Street, Burslem",14:13,14:15,Every 15m,Weekday,£1.50,None
7,Outbound,6,"Waterloo Road, Cobridge",14:23,14:25,Every 15m,Weekday,£1.50,None
7,Outbound,7,"High Lane, Chell",14:33,14:35,Every 15m,Weekday,£1.30,None
7,Outbound,8,"Ravens Lane, Tunstall",14:43,14:45,Every 15m,Weekday,£1.20,None
7,Outbound,1,Hanley Bus Station,13:58,14:00,Every 15m,Weekday,£2.50,"6A, 9"
7,Outbound,2,"Town Road, Hanley",14:08,14:10,Every 15m,Weekday,£2.00,21
7,Outbound,3,"Hope Street, Hanley",14:13,14:15,Every 15m,Weekday,£2.00,None
7,Outbound,4,Cobridge Traffic Lights,14:20,14:22,Every 15m,Weekday,£1.80,23
7,Outbound,5,"Hulton Street, Burslem",14:28,14:30,Every 15m,Weekday,£1.50,None
7,Outbound,6,"Waterloo Road, Cobridge",14:38,14:40,Every 15m,Weekday,£1.50,None
7,Outbound,7,"High Lane, Chell",14:48,14:50,Every 15m,Weekday,£1.30,None
7,Outbound,8,"Ravens Lane, Tunstall",14:58,15:00,Every 15m,Weekday,£1.20,None
7,Outbound,1,Hanley Bus Station,14:13,14:15,Every 15m,Weekday,£2.50,"6A, 9"
7,Outbound,2,"Town Road, Hanley",14:23,14:25,Every 15m,Weekday,£2.00,21
7,Outbound,3,"Hope Street, Hanley",14:28,14:30,Every 15m,Weekday,£2.00,None
7,Outbound,4,Cobridge Traffic Lights,14:35,14:37,Every 15m,Weekday,£1.80,23
7,Outbound,5,"Hulton Street, Burslem",14:43,14:45,Every 15m,Weekday,£1.50,None
7,Outbound,6,"Waterloo Road, Cobridge",14:53,14:55,Every 15m,Weekday,£1.50,None
7,Outbound,7,"High Lane, Chell",15:03,15:05,Every 15m,Weekday,£1.30,None
7,Outbound,8,"Ravens Lane, Tunstall",15:13,15:15,Every 15m,Weekday,£1.20,None
7,Outbound,1,Hanley Bus Station,14:28,14:30,Every 15m,Weekday,£2.50,"6A, 9"
7,Outbound,2,"Town Road, Hanley",14:38,14:40,Every 15m,Weekday,£2.00,21
7,Outbound,3,"Hope Street, Hanley",14:43,14:45,Every 15m,Weekday,£2.00,None
7,Outbound,4,Cobridge Traffic Lights,14:50,14:52,Every 15m,Weekday,£1.80,23
7,Outbound,5,"Hulton Street, Burslem",14:58,15:00,Every 15m,Weekday,£1.50,None
7,Outbound,6,"Waterloo Road, Cobridge",15:08,15:10,Every 15m,Weekday,£1.50,None
7,Outbound,7,"High Lane, Chell",15:18,15:20,Every 15m,Weekday,£1.30,None
7,Outbound,8,"Ravens Lane, Tunstall",15:28,15:30,Every 15m,Weekday,£1.20,None
7,Outbound,1,Hanley Bus Station,14:43,14:45,Every 15m,Weekday,£2.50,"6A, 9"
7,Outbound,2,"Town Road, Hanley",14:53,14:55,Every 15m,Weekday,£2.00,21
7,Outbound,3,"Hope Street, Hanley",14:58,15:00,Every 15m,Weekday,£2.00,None
7,Outbound,4,Cobridge Traffic Lights,15:05,15:07,Every 15m,Weekday,£1.80,23
7,Outbound,5,"Hulton Street, Burslem",15:13,15:15,Every 15m,Weekday,£1.50,None
7,Outbound,6,"Waterloo Road, Cobridge",15:23,15:25,Every 15m,Weekday,£1.50,None
7,Outbound,7,"High Lane, Chell",15:33,15:35,Every 15m,Weekday,£1.30,None
7,Outbound,8,"Ravens Lane, Tunstall",15:43,15:45,Every 15m,Weekday,£1.20,None
7,Outbound,1,Hanley Bus Station,14:58,15:00,Every 15m,Weekday,£2.50,"6A, 9"
7,Outbound,2,"Town Road, Hanley",15:08,15:10,Every 15m,Weekday,£2.00,21
7,Outbound,3,"Hope Street, Hanley",15:13,15:15,Every 15m,Weekday,£2.00,None
7,Outbound,4,Cobridge Traffic Lights,15:20,15:22,Every 15m,Weekday,£1.80,23
7,Outbound,5,"Hulton Street, Burslem",15:28,15:30,Every 15m,Weekday,£1.50,None
7,Outbound,6,"Waterloo Road, Cobridge",15:38,15:40,Every 15m,Weekday,£1.50,None
7,Outbound,7,"High Lane, Chell",15:48,15:50,Every 15m,Weekday,£1.30,None
7,Outbound,8,"Ravens Lane, Tunstall",15:58,16:00,Every 15m,Weekday,£1.20,None
7,Outbound,1,Hanley Bus Station,15:13,15:15,Every 15m,Weekday,£2.50,"6A, 9"
7,Outbound,2,"Town Road, Hanley",15:23,15:25,Every 15m,Weekday,£2.00,21
7,Outbound,3,"Hope Street, Hanley",15:28,15:30,Every 15m,Weekday,£2.00,None
7,Outbound,4,Cobridge Traffic Lights,15:35,15:37,Every 15m,Weekday,£1.80,23
7,Outbound,5,"Hulton Street, Burslem",15:43,15:45,Every 15m,Weekday,£1.50,None
7,Outbound,6,"Waterloo Road, Cobridge",15:53,15:55,Every 15m,Weekday,£1.50,None
7,Outbound,7,"High Lane, Chell",16:03,16:05,Every 15m,Weekday,£1.30,None
7,Outbound,8,"Ravens Lane, Tunstall",16:13,16:15,Every 15m,Weekday,£1.20,None
7,Outbound,1,Hanley Bus Station,15:28,15:30,Every 15m,Weekday,£2.50,"6A, 9"
7,Outbound,2,"Town Road, Hanley",15:38,15:40,Every 15m,Weekday,£2.00,21
7,Outbound,3,"Hope Street, Hanley",15:43,15:45,Every 15m,Weekday,£2.00,None
7,Outbound,4,Cobridge Traffic Lights,15:50,15:52,Every 15m,Weekday,£1.80,23
7,Outbound,5,"Hulton Street, Burslem",15:58,16:00,Every 15m,Weekday,£1.50,None
7,Outbound,6,"Waterloo Road, Cobridge",16:08,16:10,Every 15m,Weekday,£1.50,None
7,Outbound,7,"High Lane, Chell",16:18,16:20,Every 15m,Weekday,£1.30,None
7,Outbound,8,"Ravens Lane, Tunstall",16:28,16:30,Every 15m,Weekday,£1.20,None
7,Outbound,1,Hanley Bus Station,15:43,15:45,Every 15m,Weekday,£2.50,"6A, 9"
7,Outbound,2,"Town Road, Hanley",15:53,15:55,Every 15m,Weekday,£2.00,21
7,Outbound,3,"Hope Street, Hanley",15:58,16:00,Every 15m,Weekday,£2.00,None
7,Outbound,4,Cobridge Traffic Lights,16:05,16:07,Every 15m,Weekday,£1.80,23
7,Outbound,5,"Hulton Street, Burslem",16:13,16:15,Every 15m,Weekday,£1.50,None
7,Outbound,6,"Waterloo Road, Cobridge",16:23,16:25,Every 15m,Weekday,£1.50,None
7,Outbound,7,"High Lane, Chell",16:33,16:35,Every 15m,Weekday,£1.30,None
7,Outbound,8,"Ravens Lane, Tunstall",16:43,16:45,Every 15m,Weekday,£1.20,None
7,Outbound,1,Hanley Bus Station,15:58,16:00,Every 15m,Weekday,£2.50,"6A, 9"
7,Outbound,2,"Town Road, Hanley",16:08,16:10,Every 15m,Weekday,£2.00,21
7,Outbound,3,"Hope Street, Hanley",16:13,16:15,Every 15m,Weekday,£2.00,None
7,Outbound,4,Cobridge Traffic Lights,16:20,16:22,Every 15m,Weekday,£1.80,23
7,Outbound,5,"Hulton Street, Burslem",16:28,16:30,Every 15m,Weekday,£1.50,None
7,Outbound,6,"Waterloo Road, Cobridge",16:38,16:40,Every 15m,Weekday,£1.50,None
7,Outbound,7,"High Lane, Chell",16:48,16:50,Every 15m,Weekday,£1.30,None
7,Outbound,8,"Ravens Lane, Tunstall",16:58,17:00,Every 15m,Weekday,£1.20,None
7,Outbound,1,Hanley Bus Station,16:13,16:15,Every 15m,Weekday,£2.50,"6A, 9"
7,Outbound,2,"Town Road, Hanley",16:23,16:25,Every 15m,Weekday,£2.00,21
7,Outbound,3,"Hope Street, Hanley",16:28,16:30,Every 15m,Weekday,£2.00,None
7,Outbound,4,Cobridge Traffic Lights,16:35,16:37,Every 15m,Weekday,£1.80,23
7,Outbound,5,"Hulton Street, Burslem",16:43,16:45,Every 15m,Weekday,£1.50,None
7,Outbound,6,"Waterloo Road, Cobridge",16:53,16:55,Every 15m,Weekday,£1.50,None
7,Outbound,7,"High Lane, Chell",17:03,17:05,Every 15m,Weekday,£1.30,None
7,Outbound,8,"Ravens Lane, Tunstall",17:13,17:15,Every 15m,Weekday,£1.20,None
